obsnme obsval weight obgnme
DIN_25_11_2014 15.512 4.56E-04 DIN
DIN_26_11_2014 0.004 4.56E-04 DIN
DIN_27_11_2014 0.004 4.56E-04 DIN
DIN_28_11_2014 0.518 4.56E-04 DIN
DIN_29_11_2014 0.004 4.56E-04 DIN
DIN_30_11_2014 0.241 4.56E-04 DIN
DIN_01_12_2014 0.004 4.56E-04 DIN
DIN_02_12_2014 0.004 4.56E-04 DIN
DIN_03_12_2014 0.679 4.56E-04 DIN
DIN_04_12_2014 0.004 4.56E-04 DIN
DIN_05_12_2014 0.004 4.56E-04 DIN
DIN_06_12_2014 0.004 4.56E-04 DIN
DIN_07_12_2014 1.091 4.56E-04 DIN
DIN_08_12_2014 6.974 4.56E-04 DIN
DIN_09_12_2014 0.300 4.56E-04 DIN
DIN_10_12_2014 0.519 4.56E-04 DIN
DIN_11_12_2014 0.004 4.56E-04 DIN
DIN_12_12_2014 0.004 4.56E-04 DIN
DIN_13_12_2014 3.597 4.56E-04 DIN
DIN_14_12_2014 20.947 4.56E-04 DIN
DIN_15_12_2014 22.980 4.56E-04 DIN
DIN_16_12_2014 24.091 4.56E-04 DIN
DIN_17_12_2014 23.976 4.56E-04 DIN
DIN_18_12_2014 39.496 4.56E-04 DIN
DIN_19_12_2014 33.278 4.56E-04 DIN
DIN_20_12_2014 30.746 4.56E-04 DIN
DIN_21_12_2014 28.100 4.56E-04 DIN
DIN_22_12_2014 23.420 4.56E-04 DIN
DIN_23_12_2014 21.536 4.56E-04 DIN
DIN_24_12_2014 15.225 4.56E-04 DIN
DIN_25_12_2014 9.795 4.56E-04 DIN
DIN_26_12_2014 14.321 4.56E-04 DIN
DIN_27_12_2014 4.966 4.56E-04 DIN
DIN_28_12_2014 14.597 4.56E-04 DIN
DIN_29_12_2014 14.596 4.56E-04 DIN
DIN_30_12_2014 2.013 4.56E-04 DIN
DIN_31_12_2014 16.479 4.56E-04 DIN
DIN_01_01_2015 6.001 4.56E-04 DIN
DIN_02_01_2015 0.004 4.56E-04 DIN
DIN_03_01_2015 12.784 4.56E-04 DIN
DIN_04_01_2015 32.441 4.56E-04 DIN
DIN_05_01_2015 39.576 4.56E-04 DIN
DIN_06_01_2015 55.993 4.56E-04 DIN
DIN_07_01_2015 101.999 4.56E-04 DIN
DIN_08_01_2015 98.887 4.56E-04 DIN
DIN_09_01_2015 87.120 4.56E-04 DIN
DIN_10_01_2015 64.192 4.56E-04 DIN
DIN_11_01_2015 53.869 4.56E-04 DIN
DIN_12_01_2015 41.237 4.56E-04 DIN
DIN_13_01_2015 35.031 4.56E-04 DIN
DIN_14_01_2015 31.371 4.56E-04 DIN
DIN_15_01_2015 19.692 4.56E-04 DIN
DIN_16_01_2015 9.857 4.56E-04 DIN
DIN_17_01_2015 17.338 4.56E-04 DIN
DIN_18_01_2015 3.819 4.56E-04 DIN
DIN_19_01_2015 2.832 4.56E-04 DIN
DIN_20_01_2015 24.484 4.56E-04 DIN
DIN_21_01_2015 26.571 4.56E-04 DIN
DIN_22_01_2015 114.893 4.56E-04 DIN
DIN_23_01_2015 3,706.974 4.56E-04 DIN
DIN_24_01_2015 2,242.593 4.56E-04 DIN
DIN_25_01_2015 1,107.068 4.56E-04 DIN
DIN_26_01_2015 707.109 4.56E-04 DIN
DIN_27_01_2015 422.797 4.56E-04 DIN
DIN_28_01_2015 259.606 4.56E-04 DIN
DIN_29_01_2015 155.850 4.56E-04 DIN
DIN_30_01_2015 98.223 4.56E-04 DIN
DIN_31_01_2015 63.074 4.56E-04 DIN
DIN_01_02_2015 41.111 4.56E-04 DIN
DIN_02_02_2015 36.647 4.56E-04 DIN
DIN_03_02_2015 34.764 4.56E-04 DIN
DIN_04_02_2015 22.792 4.56E-04 DIN
DIN_05_02_2015 21.446 4.56E-04 DIN
DIN_06_02_2015 21.199 4.56E-04 DIN
DIN_07_02_2015 29.683 4.56E-04 DIN
DIN_08_02_2015 32.780 4.56E-04 DIN
DIN_09_02_2015 31.660 4.56E-04 DIN
DIN_10_02_2015 25.048 4.56E-04 DIN
DIN_11_02_2015 20.716 4.56E-04 DIN
DIN_12_02_2015 26.686 4.56E-04 DIN
DIN_13_02_2015 26.482 4.56E-04 DIN
DIN_14_02_2015 19.971 4.56E-04 DIN
DIN_15_02_2015 40.314 4.56E-04 DIN
DIN_16_02_2015 27.278 4.56E-04 DIN
DIN_17_02_2015 35.213 4.56E-04 DIN
DIN_18_02_2015 23.067 4.56E-04 DIN
DIN_19_02_2015 39.231 4.56E-04 DIN
DIN_20_02_2015 31.831 4.56E-04 DIN
DIN_21_02_2015 31.154 4.56E-04 DIN
DIN_22_02_2015 25.574 4.56E-04 DIN
DIN_23_02_2015 42.433 4.56E-04 DIN
DIN_24_02_2015 31.546 4.56E-04 DIN
DIN_25_02_2015 25.980 4.56E-04 DIN
DIN_26_02_2015 31.546 4.56E-04 DIN
DIN_27_02_2015 39.666 4.56E-04 DIN
DIN_28_02_2015 34.050 4.56E-04 DIN
DIN_01_03_2015 33.863 4.56E-04 DIN
DIN_02_03_2015 32.209 4.56E-04 DIN
DIN_03_03_2015 33.801 4.56E-04 DIN
DIN_04_03_2015 31.792 4.56E-04 DIN
DIN_05_03_2015 26.342 4.56E-04 DIN
DIN_06_03_2015 32.309 4.56E-04 DIN
DIN_07_03_2015 34.212 4.56E-04 DIN
DIN_08_03_2015 34.933 4.56E-04 DIN
DIN_09_03_2015 25.214 4.56E-04 DIN
DIN_10_03_2015 36.257 4.56E-04 DIN
DIN_11_03_2015 25.077 4.56E-04 DIN
DIN_12_03_2015 28.841 4.56E-04 DIN
DIN_13_03_2015 36.685 4.56E-04 DIN
DIN_14_03_2015 46.535 4.56E-04 DIN
DIN_15_03_2015 43.914 4.56E-04 DIN
DIN_16_03_2015 31.224 4.56E-04 DIN
DIN_17_03_2015 46.333 4.56E-04 DIN
DIN_18_03_2015 37.042 4.56E-04 DIN
DIN_19_03_2015 32.583 4.56E-04 DIN
DIN_20_03_2015 29.084 4.56E-04 DIN
DIN_21_03_2015 29.642 4.56E-04 DIN
DIN_22_03_2015 15.211 4.56E-04 DIN
DIN_23_03_2015 30.363 4.56E-04 DIN
DIN_24_03_2015 17.251 4.56E-04 DIN
DIN_25_03_2015 25.580 4.56E-04 DIN
DIN_26_03_2015 6.655 4.56E-04 DIN
DIN_27_03_2015 16.226 4.56E-04 DIN
DIN_28_03_2015 8.610 4.56E-04 DIN
DIN_29_03_2015 7.623 4.56E-04 DIN
DIN_30_03_2015 3.760 4.56E-04 DIN
DIN_31_03_2015 8.925 4.56E-04 DIN
DIN_01_04_2015 20.587 4.56E-04 DIN
DIN_02_04_2015 20.677 4.56E-04 DIN
DIN_03_04_2015 4.340 4.56E-04 DIN
DIN_04_04_2015 19.809 4.56E-04 DIN
DIN_05_04_2015 16.291 4.56E-04 DIN
DIN_06_04_2015 8.739 4.56E-04 DIN
DIN_07_04_2015 5.136 4.56E-04 DIN
DIN_08_04_2015 14.754 4.56E-04 DIN
DIN_09_04_2015 12.175 4.56E-04 DIN
DIN_10_04_2015 8.840 4.56E-04 DIN
DIN_11_04_2015 15.274 4.56E-04 DIN
DIN_12_04_2015 10.856 4.56E-04 DIN
DIN_13_04_2015 10.095 4.56E-04 DIN
DIN_14_04_2015 7.361 4.56E-04 DIN
DIN_15_04_2015 14.751 4.56E-04 DIN
DIN_16_04_2015 21.055 4.56E-04 DIN
DIN_17_04_2015 0.004 4.56E-04 DIN
DIN_18_04_2015 18.588 4.56E-04 DIN
DIN_19_04_2015 0.004 4.56E-04 DIN
DIN_20_04_2015 1.669 4.56E-04 DIN
DIN_21_04_2015 0.004 4.56E-04 DIN
DIN_22_04_2015 8.682 4.56E-04 DIN
DIN_23_04_2015 0.004 4.56E-04 DIN
DIN_24_04_2015 5.380 4.56E-04 DIN
DIN_25_04_2015 10.033 4.56E-04 DIN
DIN_26_04_2015 3.874 4.56E-04 DIN
DIN_27_04_2015 4.025 4.56E-04 DIN
DIN_28_04_2015 0.004 4.56E-04 DIN
DIN_29_04_2015 0.004 4.56E-04 DIN
DIN_30_04_2015 0.004 4.56E-04 DIN
DIN_01_05_2015 5.095 4.56E-04 DIN
DIN_02_05_2015 8.289 4.56E-04 DIN
DIN_03_05_2015 0.004 4.56E-04 DIN
DIN_04_05_2015 0.004 4.56E-04 DIN
DIN_05_05_2015 0.004 4.56E-04 DIN
DIN_06_05_2015 10.037 4.56E-04 DIN
DIN_07_05_2015 0.004 4.56E-04 DIN
DIN_08_05_2015 0.004 4.56E-04 DIN
DIN_09_05_2015 0.769 4.56E-04 DIN
DIN_10_05_2015 2.242 4.56E-04 DIN
DIN_11_05_2015 0.004 4.56E-04 DIN
DIN_12_05_2015 0.724 4.56E-04 DIN
DIN_13_05_2015 0.004 4.56E-04 DIN
DIN_14_05_2015 0.004 4.56E-04 DIN
DIN_15_05_2015 0.004 4.56E-04 DIN
DIN_16_05_2015 0.004 4.56E-04 DIN
DIN_17_05_2015 4.301 4.56E-04 DIN
DIN_18_05_2015 0.004 4.56E-04 DIN
DIN_19_05_2015 8.214 4.56E-04 DIN
DIN_20_05_2015 0.004 4.56E-04 DIN
DIN_21_05_2015 9.250 4.56E-04 DIN
DIN_22_05_2015 2.613 4.56E-04 DIN
DIN_23_05_2015 0.658 4.56E-04 DIN
DIN_24_05_2015 7.449 4.56E-04 DIN
DIN_25_05_2015 1.397 4.56E-04 DIN
DIN_26_05_2015 0.004 4.56E-04 DIN
DIN_27_05_2015 0.004 4.56E-04 DIN
DIN_28_05_2015 8.325 4.56E-04 DIN
DIN_29_05_2015 0.004 4.56E-04 DIN
DIN_30_05_2015 2.468 4.56E-04 DIN
DIN_31_05_2015 4.040 4.56E-04 DIN
DIN_01_06_2015 1.250 4.56E-04 DIN
DIN_02_06_2015 5.461 4.56E-04 DIN
DIN_03_06_2015 0.004 4.56E-04 DIN
DIN_04_06_2015 6.888 4.56E-04 DIN
DIN_05_06_2015 0.004 4.56E-04 DIN
DIN_06_06_2015 9.451 4.56E-04 DIN
DIN_07_06_2015 0.872 4.56E-04 DIN
DIN_08_06_2015 0.004 4.56E-04 DIN
DIN_09_06_2015 2.558 4.56E-04 DIN
DIN_10_06_2015 2.683 4.56E-04 DIN
DIN_11_06_2015 0.004 4.56E-04 DIN
DIN_12_06_2015 0.004 4.56E-04 DIN
DIN_13_06_2015 0.004 4.56E-04 DIN
DIN_14_06_2015 13.459 4.56E-04 DIN
DIN_15_06_2015 3.537 4.56E-04 DIN
DIN_16_06_2015 9.598 4.56E-04 DIN
DIN_17_06_2015 0.004 4.56E-04 DIN
DIN_18_06_2015 0.605 4.56E-04 DIN
DIN_19_06_2015 4.378 4.56E-04 DIN
DIN_20_06_2015 13.712 4.56E-04 DIN
DIN_21_06_2015 0.804 4.56E-04 DIN
DIN_22_06_2015 0.004 4.56E-04 DIN
DIN_23_06_2015 6.466 4.56E-04 DIN
DIN_24_06_2015 0.004 4.56E-04 DIN
DIN_25_06_2015 8.966 4.56E-04 DIN
DIN_26_06_2015 9.232 4.56E-04 DIN
DIN_27_06_2015 8.375 4.56E-04 DIN
DIN_28_06_2015 2.807 4.56E-04 DIN
DIN_29_06_2015 0.004 4.56E-04 DIN
DIN_30_06_2015 2.732 4.56E-04 DIN
DIN_01_07_2015 5.348 4.56E-04 DIN
DIN_02_07_2015 1.019 4.56E-04 DIN
DIN_03_07_2015 8.788 4.56E-04 DIN
DIN_04_07_2015 4.781 4.56E-04 DIN
DIN_05_07_2015 0.004 4.56E-04 DIN
DIN_06_07_2015 0.004 4.56E-04 DIN
DIN_07_07_2015 10.044 4.56E-04 DIN
DIN_08_07_2015 0.066 4.56E-04 DIN
DIN_09_07_2015 4.706 4.56E-04 DIN
DIN_10_07_2015 0.004 4.56E-04 DIN
DIN_11_07_2015 0.903 4.56E-04 DIN
DIN_12_07_2015 0.004 4.56E-04 DIN
DIN_13_07_2015 5.153 4.56E-04 DIN
DIN_14_07_2015 0.004 4.56E-04 DIN
DIN_15_07_2015 7.586 4.56E-04 DIN
DIN_16_07_2015 0.004 4.56E-04 DIN
DIN_17_07_2015 0.004 4.56E-04 DIN
DIN_18_07_2015 0.004 4.56E-04 DIN
DIN_19_07_2015 12.882 4.56E-04 DIN
DIN_20_07_2015 0.257 4.56E-04 DIN
DIN_21_07_2015 5.120 4.56E-04 DIN
DIN_22_07_2015 0.004 4.56E-04 DIN
DIN_23_07_2015 0.004 4.56E-04 DIN
DIN_24_07_2015 0.004 4.56E-04 DIN
DIN_25_07_2015 0.004 4.56E-04 DIN
DIN_26_07_2015 0.004 4.56E-04 DIN
DIN_27_07_2015 0.309 4.56E-04 DIN
DIN_28_07_2015 11.448 4.56E-04 DIN
DIN_29_07_2015 6.019 4.56E-04 DIN
DIN_30_07_2015 0.004 4.56E-04 DIN
DIN_31_07_2015 0.004 4.56E-04 DIN
DIN_01_08_2015 2.780 4.56E-04 DIN
DIN_02_08_2015 6.075 4.56E-04 DIN
DIN_03_08_2015 0.004 4.56E-04 DIN
DIN_04_08_2015 3.545 4.56E-04 DIN
DIN_05_08_2015 7.176 4.56E-04 DIN
DIN_06_08_2015 0.004 4.56E-04 DIN
DIN_07_08_2015 2.670 4.56E-04 DIN
DIN_08_08_2015 2.105 4.56E-04 DIN
DIN_09_08_2015 2.807 4.56E-04 DIN
DIN_10_08_2015 0.004 4.56E-04 DIN
DIN_11_08_2015 0.004 4.56E-04 DIN
DIN_12_08_2015 0.004 4.56E-04 DIN
DIN_13_08_2015 2.150 4.56E-04 DIN
DIN_14_08_2015 0.004 4.56E-04 DIN
DIN_15_08_2015 13.479 4.56E-04 DIN
DIN_16_08_2015 0.004 4.56E-04 DIN
DIN_17_08_2015 8.647 4.56E-04 DIN
DIN_18_08_2015 3.805 4.56E-04 DIN
DIN_19_08_2015 5.898 4.56E-04 DIN
DIN_20_08_2015 0.004 4.56E-04 DIN
DIN_21_08_2015 0.004 4.56E-04 DIN
DIN_22_08_2015 0.004 4.56E-04 DIN
DIN_23_08_2015 1.721 4.56E-04 DIN
DIN_24_08_2015 8.673 4.56E-04 DIN
DIN_25_08_2015 9.967 4.56E-04 DIN
DIN_26_08_2015 3.546 4.56E-04 DIN
DIN_27_08_2015 0.004 4.56E-04 DIN
DIN_28_08_2015 0.004 4.56E-04 DIN
DIN_29_08_2015 1.430 4.56E-04 DIN
DIN_30_08_2015 0.004 4.56E-04 DIN
DIN_31_08_2015 3.827 4.56E-04 DIN
DIN_01_09_2015 0.169 4.56E-04 DIN
DIN_02_09_2015 0.004 4.56E-04 DIN
DIN_03_09_2015 1.175 4.56E-04 DIN
DIN_04_09_2015 8.196 4.56E-04 DIN
DIN_05_09_2015 7.346 4.56E-04 DIN
DIN_06_09_2015 0.004 4.56E-04 DIN
DIN_07_09_2015 0.004 4.56E-04 DIN
DIN_08_09_2015 0.917 4.56E-04 DIN
DIN_09_09_2015 0.004 4.56E-04 DIN
DIN_10_09_2015 3.894 4.56E-04 DIN
DIN_11_09_2015 0.004 4.56E-04 DIN
DIN_12_09_2015 0.004 4.56E-04 DIN
DIN_13_09_2015 0.004 4.56E-04 DIN
DIN_14_09_2015 4.538 4.56E-04 DIN
DIN_15_09_2015 5.258 4.56E-04 DIN
DIN_16_09_2015 0.004 4.56E-04 DIN
DIN_17_09_2015 3.133 4.56E-04 DIN
DIN_18_09_2015 0.004 4.56E-04 DIN
DIN_19_09_2015 0.004 4.56E-04 DIN
DIN_20_09_2015 2.724 4.56E-04 DIN
DIN_21_09_2015 7.659 4.56E-04 DIN
DIN_22_09_2015 0.004 4.56E-04 DIN
DIN_23_09_2015 0.444 4.56E-04 DIN
DIN_24_09_2015 0.004 4.56E-04 DIN
DIN_25_09_2015 2.200 4.56E-04 DIN
DIN_26_09_2015 2.650 4.56E-04 DIN
DIN_27_09_2015 0.004 4.56E-04 DIN
DIN_28_09_2015 0.004 4.56E-04 DIN
DIN_29_09_2015 0.700 4.56E-04 DIN
DIN_30_09_2015 2.523 4.56E-04 DIN
DIN_01_10_2015 9.056 4.56E-04 DIN
DIN_02_10_2015 0.004 4.56E-04 DIN
DIN_03_10_2015 0.459 4.56E-04 DIN
DIN_04_10_2015 5.339 4.56E-04 DIN
DIN_05_10_2015 0.292 4.56E-04 DIN
DIN_06_10_2015 2.523 4.56E-04 DIN
DIN_07_10_2015 1.569 4.56E-04 DIN
DIN_08_10_2015 1.157 4.56E-04 DIN
DIN_09_10_2015 0.004 4.56E-04 DIN
DIN_10_10_2015 2.126 4.56E-04 DIN
DIN_11_10_2015 0.004 4.56E-04 DIN
DIN_12_10_2015 0.004 4.56E-04 DIN
DIN_13_10_2015 0.004 4.56E-04 DIN
DIN_14_10_2015 2.607 4.56E-04 DIN
DIN_15_10_2015 4.765 4.56E-04 DIN
DIN_16_10_2015 2.370 4.56E-04 DIN
DIN_17_10_2015 0.004 4.56E-04 DIN
DIN_18_10_2015 1.808 4.56E-04 DIN
DIN_19_10_2015 14.136 4.56E-04 DIN
DIN_20_10_2015 0.773 4.56E-04 DIN
DIN_21_10_2015 0.353 4.56E-04 DIN
DIN_22_10_2015 2.612 4.56E-04 DIN
DIN_23_10_2015 0.004 4.56E-04 DIN
DIN_24_10_2015 0.004 4.56E-04 DIN
DIN_25_10_2015 0.049 4.56E-04 DIN
DIN_26_10_2015 0.004 4.56E-04 DIN
DIN_27_10_2015 0.004 4.56E-04 DIN
DIN_28_10_2015 0.004 4.56E-04 DIN
DIN_29_10_2015 3.089 4.56E-04 DIN
DIN_30_10_2015 0.004 4.56E-04 DIN
DIN_31_10_2015 0.004 4.56E-04 DIN
DIN_01_11_2015 0.004 4.56E-04 DIN
DIN_02_11_2015 1.161 4.56E-04 DIN
DIN_03_11_2015 10.056 4.56E-04 DIN
DIN_04_11_2015 0.004 4.56E-04 DIN
DIN_05_11_2015 0.316 4.56E-04 DIN
DIN_06_11_2015 0.004 4.56E-04 DIN
DIN_07_11_2015 9.267 4.56E-04 DIN
DIN_08_11_2015 5.269 4.56E-04 DIN
DIN_09_11_2015 3.469 4.56E-04 DIN
DIN_10_11_2015 0.004 4.56E-04 DIN
DIN_11_11_2015 2.269 4.56E-04 DIN
DIN_12_11_2015 0.902 4.56E-04 DIN
DIN_13_11_2015 0.004 4.56E-04 DIN
DIN_14_11_2015 0.004 4.56E-04 DIN
DIN_15_11_2015 0.004 4.56E-04 DIN
DIN_16_11_2015 0.004 4.56E-04 DIN
DIN_17_11_2015 0.004 4.56E-04 DIN
DIN_18_11_2015 14.750 4.56E-04 DIN
DIN_19_11_2015 19.515 4.56E-04 DIN
DIN_20_11_2015 26.536 4.56E-04 DIN
DIN_21_11_2015 23.639 4.56E-04 DIN
DIN_22_11_2015 29.482 4.56E-04 DIN
DIN_23_11_2015 34.062 4.56E-04 DIN
DIN_24_11_2015 25.783 4.56E-04 DIN
DIN_25_11_2015 27.159 4.56E-04 DIN
DIN_26_11_2015 33.404 4.56E-04 DIN
DIN_27_11_2015 26.044 4.56E-04 DIN
DIN_28_11_2015 21.979 4.56E-04 DIN
DIN_29_11_2015 33.207 4.56E-04 DIN
DIN_30_11_2015 8.812 4.56E-04 DIN
DIN_01_12_2015 18.776 4.56E-04 DIN
DIN_02_12_2015 8.968 4.56E-04 DIN
DIN_03_12_2015 11.076 4.56E-04 DIN
DIN_04_12_2015 20.603 4.56E-04 DIN
DIN_05_12_2015 4.690 4.56E-04 DIN
DIN_06_12_2015 4.253 4.56E-04 DIN
DIN_07_12_2015 2.527 4.56E-04 DIN
DIN_08_12_2015 0.004 4.56E-04 DIN
DIN_09_12_2015 10.566 4.56E-04 DIN
DIN_10_12_2015 0.004 4.56E-04 DIN
DIN_11_12_2015 5.925 4.56E-04 DIN
DIN_12_12_2015 12.657 4.56E-04 DIN
DIN_13_12_2015 0.004 4.56E-04 DIN
DIN_14_12_2015 0.849 4.56E-04 DIN
DIN_15_12_2015 0.004 4.56E-04 DIN
DIN_16_12_2015 0.004 4.56E-04 DIN
DIN_17_12_2015 0.004 4.56E-04 DIN
DIN_18_12_2015 7.491 4.56E-04 DIN
DIN_19_12_2015 3.883 4.56E-04 DIN
DIN_20_12_2015 0.004 4.56E-04 DIN
DIN_21_12_2015 1.836 4.56E-04 DIN
DIN_22_12_2015 2.395 4.56E-04 DIN
DIN_23_12_2015 5.745 4.56E-04 DIN
DIN_24_12_2015 1.515 4.56E-04 DIN
DIN_25_12_2015 0.004 4.56E-04 DIN
DIN_26_12_2015 11.702 4.56E-04 DIN
DIN_27_12_2015 0.004 4.56E-04 DIN
DIN_28_12_2015 6.273 4.56E-04 DIN
DIN_29_12_2015 0.726 4.56E-04 DIN
DIN_30_12_2015 15.030 4.56E-04 DIN
DIN_31_12_2015 11.173 4.56E-04 DIN
DIN_01_01_2016 8.440 4.56E-04 DIN
DIN_02_01_2016 4.942 4.56E-04 DIN
DIN_03_01_2016 6.377 4.56E-04 DIN
DIN_04_01_2016 2.713 4.56E-04 DIN
DIN_05_01_2016 5.442 4.56E-04 DIN
DIN_06_01_2016 6.625 4.56E-04 DIN
DIN_07_01_2016 4.504 4.56E-04 DIN
DIN_08_01_2016 12.585 4.56E-04 DIN
DIN_09_01_2016 7.129 4.56E-04 DIN
DIN_10_01_2016 10.943 4.56E-04 DIN
DIN_11_01_2016 2.970 4.56E-04 DIN
DIN_12_01_2016 2.750 4.56E-04 DIN
DIN_13_01_2016 9.352 4.56E-04 DIN
DIN_14_01_2016 7.670 4.56E-04 DIN
DIN_15_01_2016 13.572 4.56E-04 DIN
DIN_16_01_2016 6.773 4.56E-04 DIN
DIN_17_01_2016 6.828 4.56E-04 DIN
DIN_18_01_2016 19.072 4.56E-04 DIN
DIN_19_01_2016 33.430 4.56E-04 DIN
DIN_20_01_2016 44.974 4.56E-04 DIN
DIN_21_01_2016 37.345 4.56E-04 DIN
DIN_22_01_2016 40.298 4.56E-04 DIN
DIN_23_01_2016 29.149 4.56E-04 DIN
DIN_24_01_2016 22.969 4.56E-04 DIN
DIN_25_01_2016 34.187 4.56E-04 DIN
DIN_26_01_2016 32.725 4.56E-04 DIN
DIN_27_01_2016 17.495 4.56E-04 DIN
DIN_28_01_2016 24.345 4.56E-04 DIN
DIN_29_01_2016 26.723 4.56E-04 DIN
DIN_30_01_2016 9.822 4.56E-04 DIN
DIN_31_01_2016 16.897 4.56E-04 DIN
DIN_01_02_2016 10.415 4.56E-04 DIN
DIN_02_02_2016 19.258 4.56E-04 DIN
DIN_03_02_2016 2.274 4.56E-04 DIN
DIN_04_02_2016 9.015 4.56E-04 DIN
DIN_05_02_2016 10.450 4.56E-04 DIN
DIN_06_02_2016 1,959.105 4.56E-04 DIN
DIN_07_02_2016 2,052.781 4.56E-04 DIN
DIN_08_02_2016 1,244.129 4.56E-04 DIN
DIN_09_02_2016 689.330 4.56E-04 DIN
DIN_10_02_2016 374.481 4.56E-04 DIN
DIN_11_02_2016 228.865 4.56E-04 DIN
DIN_12_02_2016 139.531 4.56E-04 DIN
DIN_13_02_2016 95.375 4.56E-04 DIN
DIN_14_02_2016 69.502 4.56E-04 DIN
DIN_15_02_2016 29.202 4.56E-04 DIN
DIN_16_02_2016 27.255 4.56E-04 DIN
DIN_17_02_2016 18.642 4.56E-04 DIN
DIN_18_02_2016 16.043 4.56E-04 DIN
DIN_19_02_2016 10.509 4.56E-04 DIN
DIN_20_02_2016 15.537 4.56E-04 DIN
DIN_21_02_2016 14.890 4.56E-04 DIN
DIN_22_02_2016 3.527 4.56E-04 DIN
DIN_23_02_2016 7.320 4.56E-04 DIN
DIN_24_02_2016 0.191 4.56E-04 DIN
DIN_25_02_2016 11.790 4.56E-04 DIN
DIN_26_02_2016 16.651 4.56E-04 DIN
DIN_27_02_2016 17.170 4.56E-04 DIN
DIN_28_02_2016 13.054 4.56E-04 DIN
DIN_29_02_2016 8.755 4.56E-04 DIN
DIN_01_03_2016 1.545 4.56E-04 DIN
DIN_02_03_2016 0.004 4.56E-04 DIN
DIN_03_03_2016 8.171 4.56E-04 DIN
DIN_04_03_2016 645.808 4.56E-04 DIN
DIN_05_03_2016 3,197.468 4.56E-04 DIN
DIN_06_03_2016 2,608.380 4.56E-04 DIN
DIN_07_03_2016 4,452.503 4.56E-04 DIN
DIN_08_03_2016 2,587.261 4.56E-04 DIN
DIN_09_03_2016 1,335.878 4.56E-04 DIN
DIN_10_03_2016 648.138 4.56E-04 DIN
DIN_11_03_2016 344.139 4.56E-04 DIN
DIN_12_03_2016 186.013 4.56E-04 DIN
DIN_13_03_2016 111.176 4.56E-04 DIN
DIN_14_03_2016 69.836 4.56E-04 DIN
DIN_15_03_2016 41.110 4.56E-04 DIN
DIN_16_03_2016 25.557 4.56E-04 DIN
DIN_17_03_2016 25.738 4.56E-04 DIN
DIN_18_03_2016 20.891 4.56E-04 DIN
DIN_19_03_2016 15.041 4.56E-04 DIN
DIN_20_03_2016 6.912 4.56E-04 DIN
DIN_21_03_2016 9.619 4.56E-04 DIN
DIN_22_03_2016 2.822 4.56E-04 DIN
DIN_23_03_2016 6.301 4.56E-04 DIN
DIN_24_03_2016 0.599 4.56E-04 DIN
DIN_25_03_2016 0.004 4.56E-04 DIN
DIN_26_03_2016 0.004 4.56E-04 DIN
DIN_27_03_2016 0.004 4.56E-04 DIN
DIN_28_03_2016 4.054 4.56E-04 DIN
DIN_29_03_2016 4.287 4.56E-04 DIN
DIN_30_03_2016 18.215 4.56E-04 DIN
DIN_31_03_2016 2.419 4.56E-04 DIN
DIN_01_04_2016 6.529 4.56E-04 DIN
DIN_02_04_2016 10.492 4.56E-04 DIN
DIN_03_04_2016 4.492 4.56E-04 DIN
DIN_04_04_2016 0.004 4.56E-04 DIN
DIN_05_04_2016 0.004 4.56E-04 DIN
DIN_06_04_2016 4.223 4.56E-04 DIN
DIN_07_04_2016 0.004 4.56E-04 DIN
DIN_08_04_2016 0.417 4.56E-04 DIN
DIN_09_04_2016 3.658 4.56E-04 DIN
DIN_10_04_2016 0.004 4.56E-04 DIN
DIN_11_04_2016 0.004 4.56E-04 DIN
DIN_12_04_2016 0.004 4.56E-04 DIN
DIN_13_04_2016 1.662 4.56E-04 DIN
DIN_14_04_2016 0.004 4.56E-04 DIN
DIN_15_04_2016 3.006 4.56E-04 DIN
DIN_16_04_2016 23.309 4.56E-04 DIN
DIN_17_04_2016 32.656 4.56E-04 DIN
DIN_18_04_2016 46.101 4.56E-04 DIN
DIN_19_04_2016 45.271 4.56E-04 DIN
DIN_20_04_2016 45.378 4.56E-04 DIN
DIN_21_04_2016 30.526 4.56E-04 DIN
DIN_22_04_2016 40.578 4.56E-04 DIN
DIN_23_04_2016 29.433 4.56E-04 DIN
DIN_24_04_2016 40.640 4.56E-04 DIN
DIN_25_04_2016 23.392 4.56E-04 DIN
DIN_26_04_2016 22.868 4.56E-04 DIN
DIN_27_04_2016 19.698 4.56E-04 DIN
DIN_28_04_2016 23.799 4.56E-04 DIN
DIN_29_04_2016 14.914 4.56E-04 DIN
DIN_30_04_2016 17.504 4.56E-04 DIN
DIN_01_05_2016 19.515 4.56E-04 DIN
DIN_02_05_2016 23.805 4.56E-04 DIN
DIN_03_05_2016 22.937 4.56E-04 DIN
DIN_04_05_2016 27.352 4.56E-04 DIN
DIN_05_05_2016 30.167 4.56E-04 DIN
DIN_06_05_2016 16.679 4.56E-04 DIN
DIN_07_05_2016 20.585 4.56E-04 DIN
DIN_08_05_2016 26.408 4.56E-04 DIN
DIN_09_05_2016 25.732 4.56E-04 DIN
DIN_10_05_2016 11.646 4.56E-04 DIN
DIN_11_05_2016 10.816 4.56E-04 DIN
DIN_12_05_2016 7.145 4.56E-04 DIN
DIN_13_05_2016 2.448 4.56E-04 DIN
DIN_14_05_2016 12.991 4.56E-04 DIN
